Unnamed: 0,firstName,initials,lastName,affiliation,country,institute
19574,,M,Patricio,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19575,,MP,Sakthivel,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19576,,AI,Abdul Salam,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19577,,BM,Schmitt,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19578,,H,Schuilenburg,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19579,,D,Sheppard,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19580,,M,Sycheva,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19581,,M,Szuba,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19582,,K,Taylor,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19583,,A,Thormann,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19584,,G,Threadgold,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19585,,A,Vullo,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19586,,B,Walts,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19587,,A,Winterbottom,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19588,,A,Zadissa,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19589,,M,Chakiachvili,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19590,,B,Flint,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19591,,A,Frankish,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19592,,SE,Hunt,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19593,,G,IIsley,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19594,,M,Kostadima,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19595,,N,Langridge,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19596,,JE,Loveland,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19597,,FJ,Martin,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19598,,J,Morales,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19599,,JM,Mudge,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19600,,M,Muffato,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19601,,E,Perry,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19602,,M,Ruffier,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19603,,SJ,Trevanion,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19604,,F,Cunningham,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19605,,KL,Howe,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19606,,DR,Zerbino,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19607,,P,Flicek,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19608,,BM,Oliveira,"UMIB - Unidade Multidisciplinar de Investigação Biomédica, Universidade do Porto, Rua de Jorge Viterbo Ferreira, 228, 4050-313, Porto, Portugal.",Portugal,Universidade do Porto
19609,,A,Pinto,"UMIB - Unidade Multidisciplinar de Investigação Biomédica, Universidade do Porto, Rua de Jorge Viterbo Ferreira, 228, 4050-313, Porto, Portugal.",Portugal,Universidade do Porto
19610,,A,Correia,"IBMC - Instituto de Biologia Molecular e Celular, Rua Alfredo Allen, 208, 4200-135, Porto, Portugal.",Portugal,IBMC - Instituto de Biologia Molecular e Celular
19611,,PG,Ferreira,"UMIB - Unidade Multidisciplinar de Investigação Biomédica, Universidade do Porto, Rua de Jorge Viterbo Ferreira, 228, 4050-313, Porto, Portugal.",Portugal,Universidade do Porto
19612,,M,Vilanova,"IBMC - Instituto de Biologia Molecular e Celular, Rua Alfredo Allen, 208, 4200-135, Porto, Portugal.",Portugal,IBMC - Instituto de Biologia Molecular e Celular
19613,,L,Teixeira,"UMIB - Unidade Multidisciplinar de Investigação Biomédica, Universidade do Porto, Rua de Jorge Viterbo Ferreira, 228, 4050-313, Porto, Portugal. lmteixeira@icbas.up.pt.",Portugal,Universidade do Porto
19614,,L,Teixeira,"UMIB-Unidade Multidisciplinar de Investigação Biomédica, Universidade do Porto, Rua de Jorge Viterbo Ferreira, 228, 4050-313 Porto, Portugal.",Portugal,Universidade do Porto
19615,,A,Correia,"IBMC-Instituto de Biologia Molecular e Celular, Universidade do Porto, Rua Alfredo Allen, 208, 4200-135 Porto, Portugal.",Portugal,Universidade do Porto
19616,,BM,Oliveira,"UMIB-Unidade Multidisciplinar de Investigação Biomédica, Universidade do Porto, Rua de Jorge Viterbo Ferreira, 228, 4050-313 Porto, Portugal.",Portugal,Universidade do Porto
19617,,A,Pinto,"UMIB-Unidade Multidisciplinar de Investigação Biomédica, Universidade do Porto, Rua de Jorge Viterbo Ferreira, 228, 4050-313 Porto, Portugal.",Portugal,Universidade do Porto
19618,,PG,Ferreira,"UMIB-Unidade Multidisciplinar de Investigação Biomédica, Universidade do Porto, Rua de Jorge Viterbo Ferreira, 228, 4050-313 Porto, Portugal.",Portugal,Universidade do Porto
19619,,M,Vilanova,"IBMC-Instituto de Biologia Molecular e Celular, Universidade do Porto, Rua Alfredo Allen, 208, 4200-135 Porto, Portugal.",Portugal,Universidade do Porto
19620,,M,Li,"Cardiovascular Pulmonary Research Laboratories, Departments of Pediatrics and Medicine, University of Colorado Anschutz Medical Campus, Aurora, CO, United States.",United States,University of Colorado Anschutz Medical Campus
19621,,S,Riddle,"Cardiovascular Pulmonary Research Laboratories, Departments of Pediatrics and Medicine, University of Colorado Anschutz Medical Campus, Aurora, CO, United States.",United States,University of Colorado Anschutz Medical Campus
19622,,S,Kumar,"Cardiovascular Pulmonary Research Laboratories, Departments of Pediatrics and Medicine, University of Colorado Anschutz Medical Campus, Aurora, CO, United States.",United States,University of Colorado Anschutz Medical Campus
19623,,J,Poczobutt,"Cardiovascular Pulmonary Research Laboratories, Departments of Pediatrics and Medicine, University of Colorado Anschutz Medical Campus, Aurora, CO, United States.",United States,University of Colorado Anschutz Medical Campus
19624,,BA,McKeon,"Cardiovascular Pulmonary Research Laboratories, Departments of Pediatrics and Medicine, University of Colorado Anschutz Medical Campus, Aurora, CO, United States.",United States,University of Colorado Anschutz Medical Campus
19625,,MG,Frid,"Cardiovascular Pulmonary Research Laboratories, Departments of Pediatrics and Medicine, University of Colorado Anschutz Medical Campus, Aurora, CO, United States.",United States,University of Colorado Anschutz Medical Campus
19626,,M,Ostaff,"Cardiovascular Pulmonary Research Laboratories, Departments of Pediatrics and Medicine, University of Colorado Anschutz Medical Campus, Aurora, CO, United States.",United States,University of Colorado Anschutz Medical Campus
19627,,JA,Reisz,"Department of Biochemistry and Molecular Genetics, University of Colorado Anschutz Medical Campus, Aurora, CO, United States.",United States,University of Colorado Anschutz Medical Campus
19628,,T,Nemkov,"Department of Biochemistry and Molecular Genetics, University of Colorado Anschutz Medical Campus, Aurora, CO, United States.",United States,University of Colorado Anschutz Medical Campus
19629,,MA,Fini,"Cardiovascular Pulmonary Research Laboratories, Departments of Pediatrics and Medicine, University of Colorado Anschutz Medical Campus, Aurora, CO, United States.",United States,University of Colorado Anschutz Medical Campus
19630,,A,Laux,"Department of Craniofacial Biology, School of Dental Medicine, University of Colorado Anschutz Medical Campus, Aurora, CO, United States.",United States,University of Colorado Anschutz Medical Campus
19631,,CJ,Hu,"Department of Craniofacial Biology, School of Dental Medicine, University of Colorado Anschutz Medical Campus, Aurora, CO, United States.",United States,University of Colorado Anschutz Medical Campus
19632,,KC,El Kasmi,"Cardiovascular Pulmonary Research Laboratories, Departments of Pediatrics and Medicine, University of Colorado Anschutz Medical Campus, Aurora, CO, United States.",United States,University of Colorado Anschutz Medical Campus
19633,,A,D'Alessandro,"Department of Biochemistry and Molecular Genetics, University of Colorado Anschutz Medical Campus, Aurora, CO, United States.",United States,University of Colorado Anschutz Medical Campus
19634,,RD,Brown,"Cardiovascular Pulmonary Research Laboratories, Departments of Pediatrics and Medicine, University of Colorado Anschutz Medical Campus, Aurora, CO, United States.",United States,University of Colorado Anschutz Medical Campus
19635,,H,Zhang,"Cardiovascular Pulmonary Research Laboratories, Departments of Pediatrics and Medicine, University of Colorado Anschutz Medical Campus, Aurora, CO, United States.",United States,University of Colorado Anschutz Medical Campus
19636,,KR,Stenmark,"Cardiovascular Pulmonary Research Laboratories, Departments of Pediatrics and Medicine, University of Colorado Anschutz Medical Campus, Aurora, CO, United States.",United States,University of Colorado Anschutz Medical Campus
19637,,V,Röttgen,"Research Institute for Farm Animal Biology (FBN), Wilhelm-Stahl-Allee 2, 18196, Dummerstorf, Germany.",Germany,Research Institute for Farm Animal Biology (FBN)
19638,,LM,Tümmler,"Research Institute for Farm Animal Biology (FBN), Wilhelm-Stahl-Allee 2, 18196, Dummerstorf, Germany.",Germany,Research Institute for Farm Animal Biology (FBN)
19639,,D,Koczan,"Institute for Immunology, University of Rostock, 18055, Rostock, Germany.",Germany,University of Rostock
19640,,A,Rebl,"Research Institute for Farm Animal Biology (FBN), Wilhelm-Stahl-Allee 2, 18196, Dummerstorf, Germany.",Germany,Research Institute for Farm Animal Biology (FBN)
19641,,B,Kuhla,"Research Institute for Farm Animal Biology (FBN), Wilhelm-Stahl-Allee 2, 18196, Dummerstorf, Germany.",Germany,Research Institute for Farm Animal Biology (FBN)
19642,,J,Vanselow,"Research Institute for Farm Animal Biology (FBN), Wilhelm-Stahl-Allee 2, 18196, Dummerstorf, Germany.",Germany,Research Institute for Farm Animal Biology (FBN)
19643,,A,Baufeld,"Research Institute for Farm Animal Biology (FBN), Wilhelm-Stahl-Allee 2, 18196, Dummerstorf, Germany. baufeld@fbn-dummerstorf.de.",Germany,Research Institute for Farm Animal Biology (FBN)
19644,,A,Regueira-Iglesias,"Oral Sciences Research Group, Department of Surgery and Medical-Surgical Specialties, School of Medicine and Dentistry, Universidade de Santiago de Compostela, Health Research Institute Foundation of Santiago (FIDIS), C/ Entrerrios s/n, 15872, Santiago de Compostela, Spain.",Spain,Universidade de Santiago de Compostela
19645,,L,Vázquez-González,"Centro Singular de Investigación en Tecnoloxías Intelixentes and Departamento de Electrónica e Computación, Universidade de Santiago de Compostela, Health Research Institute Foundation of Santiago (FIDIS), Rúa de Jenaro de la Fuente, s/n, 15705, Santiago de Compostela, Spain.",Spain,Universidade de Santiago de Compostela
19646,,C,Balsa-Castro,"Oral Sciences Research Group, Department of Surgery and Medical-Surgical Specialties, School of Medicine and Dentistry, Universidade de Santiago de Compostela, Health Research Institute Foundation of Santiago (FIDIS), C/ Entrerrios s/n, 15872, Santiago de Compostela, Spain.",Spain,Universidade de Santiago de Compostela
19647,,N,Vila-Blanco,"Centro Singular de Investigación en Tecnoloxías Intelixentes and Departamento de Electrónica e Computación, Universidade de Santiago de Compostela, Health Research Institute Foundation of Santiago (FIDIS), Rúa de Jenaro de la Fuente, s/n, 15705, Santiago de Compostela, Spain.",Spain,Universidade de Santiago de Compostela
19648,,T,Blanco-Pintos,"Oral Sciences Research Group, Department of Surgery and Medical-Surgical Specialties, School of Medicine and Dentistry, Universidade de Santiago de Compostela, Health Research Institute Foundation of Santiago (FIDIS), C/ Entrerrios s/n, 15872, Santiago de Compostela, Spain.",Spain,Universidade de Santiago de Compostela
19649,,J,Tamames,"Microbiome Analysis Laboratory, Systems Biology Department, Centro Nacional de Biotecnología (CNB)-CSIC, Madrid, Spain.",Spain,Microbiome Analysis Laboratory
