firstName,initials,lastName,pubmed_affiliation,pubmed_institute,address
Kavitha,K,Selvan,"Section of Pulmonary and Critical Care Medicine, University of Chicago, Chicago, United States of America.",University of Chicago,"240 E Huron St Ste M300, Chicago, IL 60611, USA"
Surabhi,S,Chowdhary,"Department of Molecular Genetics and Cell Biology, University of Chicago, Chicago, IL 60637, USA.",University of Chicago,"Chicago, IL 60637, USA"
Sarah,S,Paracha,"Department of Molecular Genetics and Cell Biology, University of Chicago, Chicago, IL 60637, USA.",University of Chicago,"Chicago, IL 60637, USA"
David,D,Pincus,"Department of Molecular Genetics and Cell Biology, University of Chicago, Chicago, IL 60637, USA; Center for Physics of Evolving Systems, University of Chicago, Chicago, IL 60637, USA. Electronic address: pincus@uchicago.edu.",University of Chicago,"Chicago, IL 60637, USA"
Brian,B,Lovett,"Emerging Pests and Pathogens Research Unit, USDA-ARS, Ithaca, NY, United States.",Unparsed,"349, Roberts Hall, Ithaca, NY 14850, USA"
Carolyn,C,Elya,"Department of Molecular and Cellular Biology, Harvard University, Cambridge, MA, United States.",Harvard University,"52 Oxford St, Cambridge, MA 02138, USA"
Yajing,Y,Song,"Andrew and Peggy Cherng Department of Medical Engineering, California Institute of Technology, Pasadena, CA 91125, USA.",California Institute of Technology,"1200 E California Blvd, Pasadena, CA 91125, USA"
Yu,Y,Song,"Andrew and Peggy Cherng Department of Medical Engineering, California Institute of Technology, Pasadena, CA 91125, USA.",California Institute of Technology,"1200 E California Blvd, Pasadena, CA 91125, USA"
Jun,J,Li,"Andrew and Peggy Cherng Department of Medical Engineering, California Institute of Technology, Pasadena, CA 91125, USA.",California Institute of Technology,"1200 E California Blvd, Pasadena, CA 91125, USA"
Jingyi,J,Li,"Andrew and Peggy Cherng Department of Medical Engineering, California Institute of Technology, Pasadena, CA 91125, USA.",California Institute of Technology,"1200 E California Blvd, Pasadena, CA 91125, USA"
Jess,J,Li,"Andrew and Peggy Cherng Department of Medical Engineering, California Institute of Technology, Pasadena, CA 91125, USA.",California Institute of Technology,"1200 E California Blvd, Pasadena, CA 91125, USA"
Jingbo,J,Li,"Andrew and Peggy Cherng Department of Medical Engineering, California Institute of Technology, Pasadena, CA 91125, USA.",California Institute of Technology,"1200 E California Blvd, Pasadena, CA 91125, USA"
Jiaming,J,Li,"Andrew and Peggy Cherng Department of Medical Engineering, California Institute of Technology, Pasadena, CA 91125, USA.",California Institute of Technology,"1200 E California Blvd, Pasadena, CA 91125, USA"
Jianming,J,Li,"Andrew and Peggy Cherng Department of Medical Engineering, California Institute of Technology, Pasadena, CA 91125, USA.",California Institute of Technology,"1200 E California Blvd, Pasadena, CA 91125, USA"
Jing,J,Li,"Andrew and Peggy Cherng Department of Medical Engineering, California Institute of Technology, Pasadena, CA 91125, USA.",California Institute of Technology,"1200 E California Blvd, Pasadena, CA 91125, USA"
Jianhui,J,Li,"Andrew and Peggy Cherng Department of Medical Engineering, California Institute of Technology, Pasadena, CA 91125, USA.",California Institute of Technology,"1200 E California Blvd, Pasadena, CA 91125, USA"
Jingyao,J,Li,"Andrew and Peggy Cherng Department of Medical Engineering, California Institute of Technology, Pasadena, CA 91125, USA.",California Institute of Technology,"1200 E California Blvd, Pasadena, CA 91125, USA"
Jiang,J,Li,"Andrew and Peggy Cherng Department of Medical Engineering, California Institute of Technology, Pasadena, CA 91125, USA.",California Institute of Technology,"1200 E California Blvd, Pasadena, CA 91125, USA"
Jung-Hyun,J,Min,"Andrew and Peggy Cherng Department of Medical Engineering, California Institute of Technology, Pasadena, CA 91125, USA.",California Institute of Technology,"1200 E California Blvd, Pasadena, CA 91125, USA"
Jaewon,J,Min,"Andrew and Peggy Cherng Department of Medical Engineering, California Institute of Technology, Pasadena, CA 91125, USA.",California Institute of Technology,"1200 E California Blvd, Pasadena, CA 91125, USA"
Joseph,J,Min,"Andrew and Peggy Cherng Department of Medical Engineering, California Institute of Technology, Pasadena, CA 91125, USA.",California Institute of Technology,"1200 E California Blvd, Pasadena, CA 91125, USA"
Vaclav,V,Vetvicka,"Department of Pathology, University of Louisville, Louisville, KY 40202, USA.",University of Louisville,"200 Abraham Flexner Way, Louisville, KY 40202, USA"
Jeffrey,J,Chang,"Department of Physics, Harvard University, Cambridge, United States.",Harvard University,"17 Oxford St Jefferson Laboratory, Cambridge, MA 02138, USA"
Jason,J,Chang,"Department of Physics, Harvard University, Cambridge, United States.",Harvard University,"17 Oxford St Jefferson Laboratory, Cambridge, MA 02138, USA"
Ivana,I,Cvijovic,"Department of Applied Physics, Stanford University, Stanford, United States.",Stanford University,"348 Via Pueblo, Stanford, CA 94305, USA"
Tomas,T,Escobar Gil,"Medicine, Universidad CES, Medellín, COL.",Universidad CES,"Cl 10A #22 - 04, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia"
Ronan,R,Lordan,"Department of Medicine, Perelman School of Medicine, University of Pennsylvania, Pennsylvania, USA.",University of Pennsylvania,"3400 Civic Center Blvd, Philadelphia, PA 19104, USA"
Nils,N,Wellhausen,"Department of Systems Pharmacology and Translational Therapeutics, University of Pennsylvania, Philadelphia, Pennsylvania, USA.",University of Pennsylvania,"240 S 40th St, Philadelphia, PA 19104, USA"
Anthony,A,Gitter,"Morgridge Institute for Research, Madison, Wisconsin, USA.",Morgridge Institute for Research,"330 N Orchard St, Madison, WI 53715, USA"
Xukang,X,Shen,"School of Food Science, Washington State University, Pullman, WA, 99164, USA. Electronic address: xiaoye.shen@wsu.edu.",Washington State University,"255 E Main St, Pullman, WA 99163, USA"
Xiaoying,X,Shen,"School of Food Science, Washington State University, Pullman, WA, 99164, USA. Electronic address: xiaoye.shen@wsu.edu.",Washington State University,"255 E Main St, Pullman, WA 99163, USA"
Xiaoye,X,Shen,"School of Food Science, Washington State University, Pullman, WA, 99164, USA. Electronic address: xiaoye.shen@wsu.edu.",Washington State University,"255 E Main St, Pullman, WA 99163, USA"
Yuan,Y,Su,"School of Food Science, Washington State University, Pullman, WA, 99164, USA.",Washington State University,"255 E Main St, Pullman, WA 99163, USA"
Carolyn,C,Ross,"School of Food Science, Washington State University, Pullman, WA, 99164, USA.",Washington State University,"255 E Main St, Pullman, WA 99163, USA"
Mariel,M,Mendoza,"Washington Tree Fruit Research Commission, Wenatchee, WA, 98801, USA.",Unparsed,"1719 Springwater Ave, Wenatchee, WA 98801, USA"
Mohammad,M,Soleimani,"Department of Ophthalmology and Visual Sciences, University of Illinois at Chicago, Chicago, IL, USA.",University of Illinois at Chicago,"1905 W Taylor St, Chicago, IL 60612, USA"
Yichen,Y,Li,"Department of Clinical Pharmacy and Translational Science, University of Tennessee Health Science Center, Memphis, Tennessee, United States of America.",University of Tennessee Health Science Center,"71 S Manassas St, Memphis, TN 38103, USA"
Yingjie,Y,Li,"Department of Clinical Pharmacy and Translational Science, University of Tennessee Health Science Center, Memphis, Tennessee, United States of America.",University of Tennessee Health Science Center,"71 S Manassas St, Memphis, TN 38103, USA"
Yan,Y,Li,"Department of Clinical Pharmacy and Translational Science, University of Tennessee Health Science Center, Memphis, Tennessee, United States of America.",University of Tennessee Health Science Center,"71 S Manassas St, Memphis, TN 38103, USA"
You,Y,Li,"Department of Clinical Pharmacy and Translational Science, University of Tennessee Health Science Center, Memphis, Tennessee, United States of America.",University of Tennessee Health Science Center,"71 S Manassas St, Memphis, TN 38103, USA"
Yang,Y,Li,"Department of Clinical Pharmacy and Translational Science, University of Tennessee Health Science Center, Memphis, Tennessee, United States of America.",University of Tennessee Health Science Center,"71 S Manassas St, Memphis, TN 38103, USA"
Yihong,Y,Li,"Department of Clinical Pharmacy and Translational Science, University of Tennessee Health Science Center, Memphis, Tennessee, United States of America.",University of Tennessee Health Science Center,"71 S Manassas St, Memphis, TN 38103, USA"
Yantao,Y,Li,"Department of Clinical Pharmacy and Translational Science, University of Tennessee Health Science Center, Memphis, Tennessee, United States of America.",University of Tennessee Health Science Center,"71 S Manassas St, Memphis, TN 38103, USA"
Yanran,Y,Li,"Department of Clinical Pharmacy and Translational Science, University of Tennessee Health Science Center, Memphis, Tennessee, United States of America.",University of Tennessee Health Science Center,"71 S Manassas St, Memphis, TN 38103, USA"
Yuanyue,Y,Li,"Department of Clinical Pharmacy and Translational Science, University of Tennessee Health Science Center, Memphis, Tennessee, United States of America.",University of Tennessee Health Science Center,"71 S Manassas St, Memphis, TN 38103, USA"
Yuping,Y,Li,"Department of Clinical Pharmacy and Translational Science, University of Tennessee Health Science Center, Memphis, Tennessee, United States of America.",University of Tennessee Health Science Center,"71 S Manassas St, Memphis, TN 38103, USA"
Yong,Y,Li,"Department of Clinical Pharmacy and Translational Science, University of Tennessee Health Science Center, Memphis, Tennessee, United States of America.",University of Tennessee Health Science Center,"71 S Manassas St, Memphis, TN 38103, USA"
Smriti,S,Hoda,"Department of Biochemistry and Institute for Cancer Research, Purdue University, West Lafayette, IN 47907, USA.",Purdue University,"Lynn (Charles J.) Hall of Veterinary Medicine, 625 Harrison St, West Lafayette, IN 47907, USA"
Saikat,S,Paul,"Department of Molecular Physiology and Biophysics, Carver College of Medicine, University of Iowa, Iowa City, IA 52242, USA.",University of Iowa,"Iowa City, IA 52242, USA"
Somnath,S,Paul,"Department of Molecular Physiology and Biophysics, Carver College of Medicine, University of Iowa, Iowa City, IA 52242, USA.",University of Iowa,"Iowa City, IA 52242, USA"
Smriti,S,Hoda,"Department of Biochemistry, Purdue University , West Lafayette, Indiana, USA.",Purdue University ,"West Lafayette, IN 47907, USA"
Tadasu,T,Nozaki,"Department of Molecular and Cellular Biology, Harvard University, Cambridge, MA, United States.",Harvard University,"52 Oxford St, Cambridge, MA 02138, USA"
Fred,F,Chang,"Department of Molecular and Cellular Biology, Harvard University, Cambridge, MA, United States.",Harvard University,"52 Oxford St, Cambridge, MA 02138, USA"
Paula,P,Real-Calderon,"Centro Andaluz de Biología del Desarrollo, Sevilla, Spain.",Unparsed,"Ctra. de Utrera, km. 1, 41013 Montequinto, Sevilla, Spain"
Youming,Y,Xie,"Department of Biology, New York University, New York, New York, United States.",New York University,"24 Waverly Pl 6th Floor, New York, NY 10003, USA"
Yuan,Y,Xie,"Department of Biology, New York University, New York, New York, United States.",New York University,"24 Waverly Pl 6th Floor, New York, NY 10003, USA"
Yihu,Y,Xie,"Department of Biology, New York University, New York, New York, United States.",New York University,"24 Waverly Pl 6th Floor, New York, NY 10003, USA"
Ying,Y,Xie,"Department of Biology, New York University, New York, New York, United States.",New York University,"24 Waverly Pl 6th Floor, New York, NY 10003, USA"
Yixin,Y,Xie,"Department of Biology, New York University, New York, New York, United States.",New York University,"24 Waverly Pl 6th Floor, New York, NY 10003, USA"
David,D,Gresham,"Department of Biology, New York University, New York, New York, United States.",New York University,"24 Waverly Pl 6th Floor, New York, NY 10003, USA"
Hong,H,Liu,"Centre for Genomic Regulation (CRG), The Barcelona Institute of Science and Technology, Barcelona, Spain.",The Barcelona Institute of Science and Technology,"C/ del Dr. Aiguader, 88, Ciutat Vella, 08003 Barcelona, Spain"
Hongtao,H,Liu,"Centre for Genomic Regulation (CRG), The Barcelona Institute of Science and Technology, Barcelona, Spain.",The Barcelona Institute of Science and Technology,"C/ del Dr. Aiguader, 88, Ciutat Vella, 08003 Barcelona, Spain"
Huiyun,H,Liu,"Centre for Genomic Regulation (CRG), The Barcelona Institute of Science and Technology, Barcelona, Spain.",The Barcelona Institute of Science and Technology,"C/ del Dr. Aiguader, 88, Ciutat Vella, 08003 Barcelona, Spain"
Hang,H,Liu,"Centre for Genomic Regulation (CRG), The Barcelona Institute of Science and Technology, Barcelona, Spain.",The Barcelona Institute of Science and Technology,"C/ del Dr. Aiguader, 88, Ciutat Vella, 08003 Barcelona, Spain"
Hung-Wen,H,Liu,"Centre for Genomic Regulation (CRG), The Barcelona Institute of Science and Technology, Barcelona, Spain.",The Barcelona Institute of Science and Technology,"C/ del Dr. Aiguader, 88, Ciutat Vella, 08003 Barcelona, Spain"
Hangrui,H,Liu,"Centre for Genomic Regulation (CRG), The Barcelona Institute of Science and Technology, Barcelona, Spain.",The Barcelona Institute of Science and Technology,"C/ del Dr. Aiguader, 88, Ciutat Vella, 08003 Barcelona, Spain"
Haoping,H,Liu,"Centre for Genomic Regulation (CRG), The Barcelona Institute of Science and Technology, Barcelona, Spain.",The Barcelona Institute of Science and Technology,"C/ del Dr. Aiguader, 88, Ciutat Vella, 08003 Barcelona, Spain"
Hans,H,Liu,"Centre for Genomic Regulation (CRG), The Barcelona Institute of Science and Technology, Barcelona, Spain.",The Barcelona Institute of Science and Technology,"C/ del Dr. Aiguader, 88, Ciutat Vella, 08003 Barcelona, Spain"
Cassandra,C,Kontur,"Department of Genetics, Yale University, New Haven, CT, USA.",Yale University,"333 Cedar St Sterling Hall of Medicine, New Haven, CT 06510, USA"
Fawwaz,F,Almajali,"General Surgery, Saint Louis University School of Medicine, Saint Louis, USA.",Saint Louis University School of Medicine,"3655 Vista Ave, St. Louis, MO 63110, USA"
Mansun,M,Law,"Department of Immunology and Microbiology, The Scripps Research Institute, La Jolla, CA, 92037, USA.",The Scripps Research Institute,"10466 N Torrey Pines Rd, La Jolla, CA 92037, USA"
Patrick,P,Brockway,"Firefighters Burn Center, Regional One Health, Memphis, TN 38103, USA.",Unparsed,"890 Madison Ave, Memphis, TN 38103, USA"
Vanessa,V,Moll,"Potrero Medical, Hayward, CA 94545, USA.",Unparsed,"26142 Eden Landing Rd, Hayward, CA 94545, USA"
Kelly,K,Stanton,"Potrero Medical, Hayward, CA 94545, USA.",Unparsed,"26142 Eden Landing Rd, Hayward, CA 94545, USA"
Fridtjof,F,Brauns,"Kavli Institute for Theoretical Physics, University of California Santa Barbara, Santa Barbara, CA, 93106, USA.",University of California Santa Barbara,"University of California, Santa Barbara, Kohn Hall, Lagoon Rd, Santa Barbara, CA 93106, USA"
Megan,M,Onyundo,"Department of Molecular and Cell Biology, University of California , Berkeley, CA, USA.",University of California ,"Weill Hall, #3200, Berkeley, CA 94720, USA"
Claudia,C,Medrano,"Department of Molecular and Cell Biology, University of California , Berkeley, CA, USA.",University of California ,"Weill Hall, #3200, Berkeley, CA 94720, USA"
Temiloluwa,T,Adanlawo,"Howard University , Washington, DC, USA.",Howard University ,"Howard University, Washington, DC, USA"
Sung,S,Park,"Department of Molecular Cellular and Developmental Biology, University of Colorado Boulder, Boulder, Colorado, USA. Electronic address: soyeon-park-1@colorado.edu.",University of Colorado Boulder,"2860 Wilderness Pl, Boulder, CO 80301, USA"
Sang-Youl,S,Park,"Department of Molecular Cellular and Developmental Biology, University of Colorado Boulder, Boulder, Colorado, USA. Electronic address: soyeon-park-1@colorado.edu.",University of Colorado Boulder,"2860 Wilderness Pl, Boulder, CO 80301, USA"
